"Abbrev","Full Title","Trnsl. Title","Publ.","Relat. Jrl.","ISSN","New","High Density","Book Ser","Video Ser","Bibl. Jrl."
"Rep. Math. Phys.","Reports on Mathematical Physics","","Pergamon, Oxford.","","0034-4877","N","Y","N","N","N"
"Rep. Progr. Phys.","Reports on Progress in Physics","","Inst. Phys., Bristol.","","0034-4885","N","N","N","N","N"
"Rep. Res. Inst. Sci. Technol. Nihon Univ.","Report of the Research Institute of Science and Technology. Nihon University","","Nihon Univ., Tokyo.","","0370-7024","N","N","N","N","N"
"Rep. Univ. Jyvaskyla Dep. Math. Stat.","Report. University of Jyvaskyla Department of Mathematics and Statistics","","Univ. Jyvaskyla, Jyvaskyla.","","1457-8905","N","N","Y","N","N"
"Repr. Theory Appl. Categ.","Reprints in Theory and Applications of Categories","","Theory Appl. Categ., Sackville, NB.","","","N","Y","N","N","N"
"Represent. Theory","Representation Theory. An Electronic Journal of the American Mathematical Society","","Amer. Math. Soc., Providence, RI.","","1088-4165","N","Y","N","N","N"
"Res. Bull. Fac. Educ. Welf. Sci. Oita Univ.","The Research Bulletin of the Faculty of Education and Welfare Science. Oita University","","Oita Univ., Fac. Ed. Welfare Sci., Oita.","","1345-0875","N","N","N","N","N"
"Res. Exp. Math.","Research and Exposition in Mathematics","","Heldermann, Lemgo.","","","N","N","Y","N","N"
"Res. Lang. Comput.","Research on Language and Computation","","Springer, Dordrecht.","","1570-7075","N","N","N","N","N"
"Res. Notes Math.","Research Notes in Mathematics","","A K Peters, Natick, MA.","","","N","N","Y","N","N"
"Res. Rep. Fac. Sci. Technol. Meijo Univ.","Research Reports of the Faculty of Science and Technology. Meijo University","","Meijo Univ., Nagoya.","","0386-4952","N","N","N","N","N"
"Results Math.","Results in Mathematics","","Birkhauser, Basel.","","1422-6383","N","Y","N","N","N"
"Rev. Acad. Canaria Cienc.","Revista de la Academia Canaria de Ciencias","","Acad. Canaria Cienc., La Laguna.","","1130-4723","N","N","N","N","N"
"Rev. Acad. Colombiana Cienc. Exact. Fis. Natur.","Academia Colombiana de Ciencias Exactas, Fisicas y Naturales. Revista","","Acad. Colombiana Cienc. Exact. Fis. Natur., Bogota.","","0370-3908","N","N","N","N","N"
"Rev. Anal. Numer. Theor. Approx.","Revue d'Analyse Numerique et de Theorie de l'Approximation","","Ed. Acad. Romane, Bucharest.","","1222-9024","N","Y","N","N","N"
"Rev. Bras. Hist. Mat.","Revista Brasileira de Historia da Matematica. An International Journal on the History of Mathematics","","Sociedade Brasileira de Historia da Matematica, Natal.","","1519-955X","N","N","N","N","N"
"Rev. Bull. Calcutta Math. Soc.","Calcutta Mathematical Society. Review Bulletin","","Calcutta Math. Soc., Calcutta.","","","N","N","N","N","N"
"Rev. Colombiana Estadist.","Revista Colombiana de Estadistica","","Univ. Nac. Colombia, Fac. Cienc. Dept. Estad., Bogota.","","0120-1751","N","N","N","N","N"
"Rev. Colombiana Mat.","Revista Colombiana de Matematicas","","Soc. Colombiana Mat., Bogota.","","0034-7426","N","Y","N","N","N"
"Rev. Econ. Des.","Review of Economic Design","","Springer, Berlin.","","1434-4742","N","N","N","N","N"
"Rev. Econ. Stud.","Review of Economic Studies","","Oxford Univ. Press, Oxford.","Formerly Rev. Econom. Stud.","0034-6527","Y","N","N","N","N"
"Rev. Econom. Stud.","Review of Economic Studies","","Rev. Econom. Stud., Oxford.","Continued as Rev. Econ. Stud.","0034-6527","N","N","N","N","N"
"Rev. Hist. Sci.","Revue d'Histoire des Sciences","","Colin, Paris.","","0151-4105","N","N","N","N","N"
"Rev. Histoire Math.","Revue d'Histoire des Mathematiques. Journal for the History of Mathematics","","Soc. Math. France, Marseille.","","1262-022X","N","Y","N","N","N"
"Rev. Integr. Temas Mat.","Revista Integracion. Temas de Matematicas","","Univ. Indust. Santander, Bucaramanga.","","0120-419X","N","N","N","N","N"
"Rev. Internac. Metod. Numer. Calc. Disen. Ingr.","Revista Internacional de Metodos Numericos para Calculo y Diseno en Ingenieria","","Univ. Politec. Catalunya, Barcelona.","","0213-1315","N","N","N","N","N"
"Rev. Mat. Complut.","Revista Matematica Complutense","","Springer Italia, Milan.","","1139-1138","N","Y","N","N","N"
"Rev. Mat. Iberoam.","Revista Mathematica Iberoamericana","","R. Soc. Mat. Esp., Madrid.","","0213-2230","N","Y","N","N","N"
"Rev. Math. Math. Phys.","Reviews in Mathematics and Mathematical Physics","","Camb. Sci. Publ., Cambridge.","","1024-5278","N","N","Y","N","N"
"Rev. Math. Phys.","Reviews in Mathematical Physics. A Journal for Both Review and Original Research Papers in the Field of Mathematical Physics","","World Sci. Publ., Singapore.","","0129-055X","N","Y","N","N","N"
"Rev. Mex. Fis. E","Revista Mexicana de Fisica E. Publicacion de Ensenanza, Historia y Filosofia de la Sociedad Mexicana de Fisica","","Soc. Mex. Fis., Mexico.","","1870-3542","N","N","N","N","N"
"Rev. Mexicana Fis.","Revista Mexicana de Fisica","","Soc. Mex. Fis., Mexico.","","0035-001X","N","N","N","N","N"
"Rev. Mod. Log.","The Review of Modern Logic. A Journal About Symbolic Logic","","Marquette Univ., Milwaukee, WI.","","1943-7404","N","Y","N","N","N"
"Rev. Modern Phys.","Reviews of Modern Physics","","Amer. Phys. Soc., College Park, MD.","","0034-6861","N","N","N","N","N"
"Rev. Questions Sci.","Revue des Questions Scientifiques","","Soc. Sci. Bruxelles, Namur.","","0035-2160","N","N","N","N","N"
"Rev. R. Acad. Cienc. Exactas Fis. Nat. (Esp.)","Revista de la Real Academia de Ciencias Exactas, Fisicas y Naturales (Espana)","","Real Acad. Cienc. Exact. Fis. Natur., Madrid.","","1137-2141","N","N","N","N","N"
"Rev. R. Acad. Cienc. Exactas Fis. Nat. Ser. A Mat. RACSAM","Revista de la Real Academia de Ciencias Exactas, Fisicas y Naturales. Serie A. Matematicas. RACSAM","","Real Acad. Cienc. Exact. Fis. Natur., Madrid.","Continued as Rev. R. Acad. Cienc. Exactas Fis. Nat. Ser. A Math. RASCAM","1578-7303","N","N","N","N","N"
"Rev. R. Acad. Cienc. Exactas Fis. Nat. Ser. A Math. RACSAM","Revista de la Real Academia de Ciencias Exactas, Fisicas y Naturales. Serie A. Matematicas. RACSAM","","Springer Italia, Milan.","Formerly Rev. R. Acad. Cienc. Exactas Fis. Nat. Ser. A Mat. RACSAM","1578-7303","Y","N","N","N","N"
"Rev. R. Acad. Cienc. Exactas Fis. Quim. Nat. Zaragoza (2)","Revista de la Real Academia de Ciencias Exactas, Fisicas, Quimicas y Naturales de Zaragoza. Serie 2","","Acad. Cienc. Exact. Fis. Quim. Nat. Zaragoza, Zaragoza.","","0370-3207","N","N","N","N","N"
"Rev. Roumaine Math. Pures Appl.","Revue Roumaine de Mathematiques Pures et Appliquees. Romanian Journal of Pure and Applied Mathematics","","Ed. Acad. Romane, Bucharest.","","0035-3965","N","Y","N","N","N"
"Rev. Roumaine Sci. Tech. Ser. Mec. Appl.","Revue Roumaine des Sciences Techniques. Serie de Mecanique Appliquee","","Ed. Acad. Romane, Bucharest.","","0035-4074","N","N","N","N","N"
"Rev. Semin. Iberoam. Mat.","Revista del Seminario Iberoamericano de Matematicas","","Sem. Iberoam. Mat., Valladolid.","","1136-3894","N","Y","N","N","N"
"Rev. Symb. Log.","Review of Symbolic Logic","","Cambridge Univ. Press, Cambridge.","","1755-0203","N","Y","N","N","N"
"Rev. Tecn. Fac. Ingr. Univ. Zulia","Universidad del Zulia. Facultad de Ingenieria. Revista Tecnica","","Univ. Zulia, Maracaibo.","","0254-0770","N","N","N","N","N"
"Rev. Un. Mat. Argentina","Revista de la Union Matematica Argentina","","Union Mat. Argentina, Bahia Blanca.","","0041-6932","N","Y","N","N","N"
"REVSTAT","REVSTAT Statistical Journal","","Inst. Nac. Estat. (INE), Lisbon.","","1645-6726","N","N","N","N","N"
"Ric. Mat.","Ricerche di Matematica","","Springer Italia, Milan.","","0035-5038","N","Y","N","N","N"
"RIMS Kokyuroku Bessatsu","RIMS Kokyuroku Bessatsu","Series of Lecture Notes from RIMS","Res. Inst. Math. Sci. (RIMS), Kyoto.","","1881-6193","N","N","Y","N","N"
"Riv. Mat. Univ. Parma (8)","Rivista di Matematica della Universita di Parma. Serie 8","","Univ. Parma, Parma.","Continued as Riv. Math. Univ. Parma (N.S.)","0035-6298","N","Y","N","N","N"
"Riv. Math. Univ. Parma (N.S.)","Rivista di Matematica della Universita di Parma. New Series. A Journal of Pure and Applied Mathematics","","Univ. Parma, Parma.","Formerly Riv. Mat. Univ. Parma (8)","0035-6298","Y","Y","N","N","N"
"Rocky Mountain J. Math.","The Rocky Mountain Journal of Mathematics","","Rocky Mountain Math. Consortium, Tempe, AZ.","","0035-7596","N","Y","N","N","N"
"ROMAI J.","ROMAI Journal","","Rom. Soc. Appl. Indust. Math., Pitesti.","","1841-5512","N","N","N","N","N"
"Romanian J. Phys.","Romanian Journal of Physics","","Ed. Acad. Romane, Bucharest.","","1221-146X","N","N","N","N","N"
"Rose-Hulman Undergrad. Math J.","Rose-Hulman Undergraduate Math Journal","","Rose-Hulman Inst. Tech., Terre Haute, IN.","","","Y","N","N","N","N"
"Rostock. Math. Kolloq.","Rostocker Mathematisches Kolloquium","","Univ. Rostock, Rostock.","","0138-3248","N","N","N","N","N"
"Routledge Adv. Game Theory","Routledge Advances in Game Theory","","Routledge/Taylor & Francis, New York.","","","N","N","Y","N","N"
"Routledge Contemp. Introd. Philos.","Routledge Contemporary Introductions to Philosophy","","Routledge/Taylor & Francis, New York.","","","N","N","Y","N","N"
"Ruanjian Xuebao","","","","See J. Softw.","","N","N","N","N","N"
"Russ. J. Math. Phys.","Russian Journal of Mathematical Physics","","MAIK Nauka/Interperiod. Publ., Moscow.","","1061-9208","N","Y","N","N","N"
"Russian J. Numer. Anal. Math. Modelling","Russian Journal of Numerical Analysis and Mathematical Modelling","","De Gruyter, Berlin.","Selected translations of Russian language publications ","0927-6467","N","N","N","N","N"
"Russian Math. (Iz. VUZ)","Russian Mathematics (Izvestiya VUZ. Matematika)","","Allerton Press, New York.","Translation of Izv. Vyssh. Uchebn. Zaved. Mat.","1066-369X","N","N","N","N","N"
"Russian Math. Surveys","Russian Mathematical Surveys","","Russ. Acad. Sci., Moscow.","Translation of Uspekhi Mat. Nauk","0036-0279","N","N","N","N","N"
"Russian Phys. J.","Russian Physics Journal","","Springer, New York.","Translation of Izv. Vyssh. Uchebn. Zaved. Fiz.","1064-8887","N","N","N","N","N"
"Ryukyu Math. J.","Ryukyu Mathematical Journal","","Univ. Ryukyus, Okinawa.","","1344-008X","N","Y","N","N","N"
"RZhMat","Rossiiskaya Akademiya Nauk. Vserossiiskii Institut Nauchoi i Tekhnicheskoi Informatsii. Referativnyi Zhurnal. Matematika","","Vseross. Inst. Nauchn. i Tekhn. Inform. (VINITI), Moscow.","","0034-2467","N","N","N","N","Y"
"Sadhana","Sadhana. Academy Proceedings in Engineering Sciences","","Indian Acad. Sci., Bangalore.","","0256-2499","N","N","N","N","N"
"Saitama Math. J.","Saitama Mathematical Journal","","Saitama Univ., Saitama.","","0289-0739","N","Y","N","N","N"
"Sampl. Theory Signal Image Process.","Sampling Theory in Signal and Image Processing. An International Journal","","Sampl. Publ., Potsdam, NY.","","1530-6429","N","N","N","N","N"
"Sankhya","Sankhya. The Indian Journal of Statistics","","Indian Statist. Inst., Calcutta.","Split into Sankhya B Split into Sankhya A","0972-7671","N","Y","N","N","N"
"Sankhya A","Sankhya A. Mathematical Statistics and Probability","","Springer India, New Delhi.","Split from Sankhya","0976-836X","Y","Y","N","N","N"
"Sankhya B","Sankhya B. Applied and Interdisciplinary Statistics","","Springer India, New Delhi.","Split from Sankhya","0976-8386","Y","N","N","N","N"
"Sao Paulo J. Math. Sci.","Sao Paulo Journal of Mathematical Sciences","","Univ. Sao Paulo, Sao Paulo.","","1982-6907","N","Y","N","N","N"
"Sapientia Kv./Sapientia Books","Sapientia Konyvek/Sapientia Books","","Scientia Publishing House, Cluj-Napoca.","","","N","N","Y","N","N"
"Sarajevo J. Math.","Sarajevo Journal of Mathematics","","Acad. Sci. Arts Bosnia Herzegovina, Sarajevo.","","1840-0655","N","Y","N","N","N"
"Savoirs Actuels (Les Ulis)","Savoirs Actuels (Les Ulis)","Current Scholarship (Les Ulis)","EDP Sci., Les Ulis.","","","N","N","Y","N","N"
"Sb. Math.","Sbornik. Mathematics","","Russ. Acad. Sci., Moscow.","Translation of Mat. Sb.","1064-5616","N","N","N","N","N"
"Scand. Actuar. J.","Scandinavian Actuarial Journal","","Taylor & Francis, Abingdon.","","0346-1238","N","N","N","N","N"
"Scand. J. Stat.","Scandinavian Journal of Statistics. Theory and Applications","","Wiley-Blackwell, Oxford.","","0303-6898","N","Y","N","N","N"
"Schr. Math.-Nat.Wiss Kl. Heidelb. Akad. Wiss.","Schriften der Mathematisch-Naturwissenschaftlichen Klasse der Heidelberger Akademie der Wissenschaften","Publications of the Mathematics and Natural Sciences Section of Heidelberg Academy of Sciences","Springer, Berlin.","","","N","N","Y","N","N"
"Schr. Sudet.dtsch. Akad. Wiss. Kunste Forsch.beitr. Nat.wiss. Kl.","Schriften der Sudetendeutschen Akademie der Wissenschaften und Kuntse. Forschungsbeitrage der Naturwissenschaftlichen Klasse","","Sudetendtsch. Akad. Wiss. Kunste, Munich.","","1610-4196","N","N","N","N","N"
"Schweiz. Aktuarver. Mitt.","Schweizerische Aktuarvereinigung. Mitteilungen","","Stampfli, Bern.","","1022-5617","N","N","N","N","N"
"Sci. Ann. Comput. Sci.","Scientific Annals of Computer Science","","``A. I. Cuza'' Univ. Iasi, Iasi.","","1843-8121","N","Y","N","N","N"
"Sci. Ann. Univ. Agric. Sci. Vet. Med.","Scientific Annals of University of Agricultural Sciences and Veterinary Medicine","","Univ. Agric. Sci. Vet. Med., Iasi.","","1454-7376","N","N","N","N","N"
"Sci. China Inf. Sci.","Science China. Information Sciences","","Sci. China Press, Beijing.","","1674-733X","N","N","N","N","N"
"Sci. China Math.","Science China. Mathematics","","Sci. China Press, Beijing.","","1674-7283","N","Y","N","N","N"
"Sci. Comput.","Scientific Computation","","Springer, Berlin.","","1434-8322","N","N","Y","N","N"
"Sci. Context","Science in Context","","Cambridge Univ. Press, Cambridge.","","0269-8897","N","N","N","N","N"
"Sci. Elem.","Scientific Elements","","InfoLearnQuest (ILQ), [s.l.].","","","N","N","Y","N","N"
"Sci. Engrg. Comput.","Scientific and Engineering Computation","","MIT Press, Cambridge, MA.","","","N","N","Y","N","N"
"Sci. Essent.","Science Essentials","","Princeton Univ. Press, Princeton, NJ.","","","N","N","Y","N","N"
"Sci. Graeco-Arabica","Scientia Graeco-Arabica","","de Gruyter, Berlin.","","1868-7172","N","N","Y","N","N"
"Sci. Math. Jpn.","Scientiae Mathematicae Japonicae","","Inst. Soc. Math. Sci., Osaka.","See also Not. ISMS","1346-0862","N","Y","N","N","N"
"Sci. Meet. Montenegrin Acad. Sci. Arts","Scientific Meetings. Montenegrin Academy of Sciences and Arts.","","Montenegrin Acad. Sci. Arts, Podgorica.","See also Sect. Nat. Sci.","","N","N","Y","N","N"
"Sci. Networks Hist. Stud.","Science Networks. Historical Studies","","Birkhauser, Basel.","","","N","N","Y","N","N"
"Sci. Rep. Kanazawa Univ.","The Science Reports of the Kanazawa University","","Kanazawa Univ., Kanazawa.","","0022-8338","N","N","N","N","N"
"Sci. Ser. A Math. Sci. (N.S.)","Scientia. Series A. Mathematical Sciences. New Series","","Univ. Tec. Federico Santa Maria, Valparaiso.","","0716-8446","N","N","N","N","N"
"Sci. Stud. Res. Ser. Math. Inform.","Scientific Studies and Research. Series Mathematics and Informatics","","``Vasile Alecsandri'' Univ. Bacau, Fac. Sci., Bacau.","","2067-3566","N","Y","N","N","N"
"SCIAMVS","SCIAMVS. Sources and Commentaries in Exact Sciences","","SCIAMVS, Kyoto.","","1345-4617","N","N","N","N","N"
"Science","American Association for the Advancement of Science. Science","","Amer. Assoc. Adv. Sci., Washington, DC.","","0036-8075","N","N","N","N","N"
"SCM Not.","SCM Noticies","","Soc. Catalana Mat., Barcelona.","","1696-8247","N","N","N","N","N"
"Sect. Nat. Sci.","Section of Natural Sciences","","Montenegrin Acad. Sci. Arts, Podgorica.","See also Sci. Meet. Montenegrin Acad. Sci. Arts","","N","N","Y","N","N"
"Sel. Works Probab. Stat.","Selected Works in Probability and Statistics","","Springer, New York.","","","N","N","Y","N","N"
"Selcuk J. Appl. Math.","Selcuk Journal of Applied Mathematics","","Selcuk Univ. Pr., Konya.","","1302-7980","N","Y","N","N","N"
"Selecta Math. (N.S.)","Selecta Mathematica. New Series","","Birkhauser, Basel.","","1022-1824","N","Y","N","N","N"
"Sem. Lothar. Combin.","Seminaire Lotharingien de Combinatoire","","Univ. Louis Pasteur, Strasbourg.","","1286-4889","N","Y","N","N","N"
"Sem. Math. Sci.","Seminar on Mathematical Sciences","","Keio Univ., Yokohama.","","","N","N","Y","N","N"
"Sem. Ser. Math. Algebra","Seminar Series in Mathematics. Algebra","","``Ovidius'' Univ. Constanta, Constanta.","","","N","N","Y","N","N"
"SeMA J.","SeMA Journal","","Soc. Esp. Mat. Apl., Madrid.","Formerly Bol. Soc. Esp. Mat. Apl. SeMA","1575-9822","Y","N","N","N","N"
"Semigroup Forum","Semigroup Forum","","Springer, New York.","","0037-1912","N","Y","N","N","N"
"Semin. Congr.","Seminaires et Congres","Seminars and Congresses","Soc. Math. France, Paris.","","1285-2783","N","N","Y","N","N"
"Semin. Equ. Deriv. Partielles","Seminaire: Equations aux Derivees Partielles","Seminar: Partial Differential Equations","Ecole Polytech., Palaiseau.","","","N","N","Y","N","N"
"Semin. I. Vekua Inst. Appl. Math. Rep.","Seminar of I. Vekua Institute of Applied Mathematics. Reports","","Tbilisi Univ. Press, Tbilisi.","","1512-0058","N","N","N","N","N"
"Semin. Theor. Spectr. Geom.","Seminaire de Theorie Spectrale et Geometrie","Seminar on Spectral Theory and Geometry","Univ. Grenoble I, Saint-Martin-d'Heres.","","1624-5458","N","N","Y","N","N"
"Sequential Anal.","Sequential Analysis. Design Methods & Applications","","Taylor & Francis, Philadelphia, PA.","","0747-4946","N","N","N","N","N"
"Ser. Actuar. Sci.","Series in Actuarial Science","","Int. Press, Boston, MA.","","","N","N","Y","N","N"
"Ser. Adv. Bioinform. Comput. Biol.","Series on Advances in Bioinformatics and Computational Biology","","Imp. Coll. Press, London.","","","N","N","Y","N","N"
